Number of iterations: 31 


### ### DATASET_INFO ### ### ### ### ### Algorithm__SlimeMould ### ### ### ### ### ### Algorithm__GreyWolf ### ### ### ### ### ### Algorithm__Dragonfly ### ### ### ### ### ### Algorithm__IbmQuantumEigensolver ### ### ###
FileName nItems Capacity Objective Solution ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### 
t1_d3_n6_r30.dat 6 22 53 [0,0,0,1,1,0] ### 100.0 53.0 0.0 53.0 53.0 1.39 ### 100.0 53.0 0.0 53 53 215.22 ### 100.0 53.0 0.0 53 53 488.91 ### 100.0 53.0 0.0 53 53 11.01 ###

t1_d3_n6_r40.dat 6 34 43 [0,0,0,1,1,0] ### 100.0 43.0 0.0 43.0 43.0 0.49 ### 100.0 43.0 0.0 43 43 198.54 ### 100.0 43.0 0.0 43 43 815.03 ### 100.0 43.0 0.0 43 43 21.12 ###

t1_d3_n6_r50.dat 6 42 72 [1,0,1,0,0,0] ### 100.0 72.0 0.0 72.0 72.0 0.59 ### 100.0 72.0 0.0 72 72 221.77 ### 90.32 71.52 1.48 72 67 894.07 ### 100.0 72.0 0.0 72 72 55.0 ###

t1_d3_n7_r10.dat 7 10 23 [1,1,1,0,0,1,0] ### 100.0 23.0 0.0 23.0 23.0 0.54 ### 100.0 23.0 0.0 23 23 236.58 ### 100.0 23.0 0.0 23 23 537.58 ### 100.0 23.0 0.0 23 23 11.68 ###

t1_d3_n7_r20.dat 7 20 23 [0,0,1,0,0,1,0] ### 100.0 23.0 0.0 23.0 23.0 0.54 ### 100.0 23.0 0.0 23 23 237.75 ### 100.0 23.0 0.0 23 23 525.75 ### 100.0 23.0 0.0 23 23 20.44 ###

t1_d3_n7_r30.dat 7 22 53 [0,0,0,1,1,0,0] ### 100.0 53.0 0.0 53.0 53.0 1.72 ### 100.0 53.0 0.0 53 53 643.92 ### 100.0 53.0 0.0 53 53 764.38 ### 100.0 53.0 0.0 53 53 25.08 ###

t1_d3_n7_r40.dat 7 40 59 [0,0,1,0,1,0,0] ### 100.0 59.0 0.0 59.0 59.0 0.73 ### 100.0 59.0 0.0 59 59 286.58 ### 96.77 58.48 2.83 59 43 1288.67 ### 100.0 59.0 0.0 59 59 119.46 ###

t1_d3_n7_r50.dat 7 42 92 [0,1,1,0,0,0,1] ### 100.0 92.0 0.0 92.0 92.0 1.75 ### 0.0 81.0 0.0 81 81 549.08 ### 90.32 91.81 0.59 92 90 649.67 ### 100.0 92.0 0.0 92 92 47.69 ###

t1_d3_n8_r10.dat 8 10 23 [1,1,1,0,0,1,0,0] ### 100.0 23.0 0.0 23.0 23.0 0.67 ### 100.0 23.0 0.0 23 23 289.16 ### 83.87 22.42 1.41 23 17 608.7 ### 100.0 23.0 0.0 23 23 23.26 ### 

t1_d3_n8_r20.dat 8 20 23 [0,0,1,0,0,1,0,0] ### 100.0 23.0 0.0 23.0 23.0 0.69 ### 100.0 23.0 0.0 23 23 291.51 ### 100.0 23.0 0.0 23 23 592.76 ### 100.0 23.0 0.0 23 23 42.85 ### 

t1_d3_n8_r30.dat 8 22 53 [0,0,0,1,1,0,0,0] ### 100.0 53.0 0.0 53.0 53.0 0.67 ### 100.0 53.0 0.0 53 53 293.67 ### 100.0 53.0 0.0 53 53 982.98 ### 100.0 53.0 0.0 53 53 42.55 ### 

t1_d3_n8_r40.dat 8 40 61 [0,1,0,0,1,0,0,1] ### 100.0 61.0 0.0 61.0 61.0 0.68 ### 100.0 61.0 0.0 61 61 282.48 ### 96.77 60.94 0.35 61 59 883.39 ### 100.0 61.0 0.0 61 61 89.21 ### 

t1_d3_n8_r50.dat 8 42 92 [0,1,1,0,0,0,1,0] ### 100.0 92.0 0.0 92.0 92.0 0.81 ### 0.0 81.0 0.0 81 81 288.61 ### 70.97 91.42 0.91 92 90 599.35 ### 100.0 92.0 0.0 92 92 89.42 ### 

t1_d3_n9_r10.dat 9 10 23 [1,1,1,0,0,1,0,0,0] ### 100.0 23.0 0.0 23.0 23.0 0.7 ### 100.0 23.0 0.0 23 23 316.85 ### 70.97 22.23 1.31 23 18 1070.37 ### 100.0 23.0 0.0 23 23 103.34 ### 

t1_d3_n9_r20.dat 9 20 38 [0,0,1,0,0,1,0,0,1] ### 100.0 38.0 0.0 38.0 38.0 1.75 ### 100.0 38.0 0.0 38 38 409.57 ### 90.32 37.55 1.39 38 33 594.38 ### 100.0 38.0 0.0 38 38 91.72 ### 

t1_d3_n9_r30.dat 9 24 77 [0,0,0,1,1,0,0,1,0] ### 100.0 77.0 0.0 77.0 77.0 0.8 ### 100.0 77.0 0.0 77 77 313.03 ### 87.1 76.87 0.34 77 76 598.85 ### 100.0 77.0 0.0 77 77 88.35 ### 

t1_d3_n9_r40.dat 9 40 61 [0,1,0,0,1,0,0,1,0] ### 100.0 61.0 0.0 61.0 61.0 0.81 ### 100.0 61.0 0.0 61 61 314.76 ### 90.32 60.77 0.71 61 58 601.86 ### 100.0 61.0 0.0 61 61 196.26 ### 

t1_d3_n9_r50.dat 9 42 92 [0,1,1,0,0,0,1,0,0] ### 100.0 92.0 0.0 92.0 92.0 0.71 ### 0.0 81.0 0.0 81 81 328.3 ### 83.87 91.1 3.55 92 72 601.28 ### 100.0 92.0 0.0 92 92 196.03 ### 

