Number of iterations: 31 


### ### DATASET_INFO ### ### ### ### ### Algorithm__SlimeMould ### ### ### ### ### ### Algorithm__GreyWolf ### ### ### ### ### ### Algorithm__Dragonfly ### ### ### ### ### ### Algorithm__IbmQuantumEigensolver ### ### ###
FileName nItems Capacity Objective Solution ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### 
t2_d1_n5_r10.dat 5 11 11 [1,1,1,0,1] ### 100.0 11.0 0.0 11.0 11.0 0.39 ### 0.0 10.0 0.0 10 10 206.59 ### 100.0 11.0 0.0 11 11 522.51 ### 100.0 11.0 0.0 11 11 5.58 ### 

t2_d1_n5_r20.dat 5 21 22 [0,0,1,1,0] ### 100.0 22.0 0.0 22.0 22.0 0.51 ### 100.0 22.0 0.0 22 22 189.19 ### 100.0 22.0 0.0 22 22 521.58 ### 100.0 22.0 0.0 22 22 7.68 ### 

t2_d1_n5_r30.dat 5 31 28 [1,1,0,0,1] ### 100.0 28.0 0.0 28.0 28.0 0.51 ### 100.0 28.0 0.0 28 28 328.84 ### 100.0 28.0 0.0 28 28 523.68 ### 100.0 28.0 0.0 28 28 7.73 ### 

t2_d1_n5_r40.dat 5 41 40 [0,0,1,0,1] ### 100.0 40.0 0.0 40.0 40.0 0.52 ### 100.0 40.0 0.0 40 40 196.68 ### 100.0 40.0 0.0 40 40 520.47 ### 100.0 40.0 0.0 40 40 11.65 ### 

t2_d1_n5_r50.dat 5 51 47 [0,0,1,0,1] ### 100.0 47.0 0.0 47.0 47.0 0.49 ### 100.0 47.0 0.0 47 47 208.74 ### 100.0 47.0 0.0 47 47 523.65 ### 100.0 47.0 0.0 47 47 11.82 ### 

t2_d1_n6_r10.dat 6 11 11 [1,1,1,0,1,0] ### 100.0 11.0 0.0 11.0 11.0 0.54 ### 0.0 10.0 0.0 10 10 227.6 ### 100.0 11.0 0.0 11 11 525.75 ### 100.0 11.0 0.0 11 11 7.75 ### 

t2_d1_n6_r20.dat 6 21 22 [0,0,1,1,0,0] ### 100.0 22.0 0.0 22.0 22.0 0.54 ### 100.0 22.0 0.0 22 22 211.82 ### 100.0 22.0 0.0 22 22 523.46 ### 100.0 22.0 0.0 22 22 11.77 ### 

t2_d1_n6_r30.dat 6 31 30 [0,0,0,1,0,1] ### 100.0 30.0 0.0 30.0 30.0 0.61 ### 100.0 30.0 0.0 30 30 223.87 ### 96.77 29.94 0.35 30 28 522.38 ### 100.0 30.0 0.0 30 30 11.89 ### 

t2_d1_n6_r40.dat 6 41 40 [0,0,1,0,1,0] ### 100.0 40.0 0.0 40.0 40.0 0.55 ### 100.0 40.0 0.0 40 40 215.43 ### 100.0 40.0 0.0 40 40 529.96 ### 100.0 40.0 0.0 40 40 20.4 ### 

t2_d1_n6_r50.dat 6 51 47 [0,0,1,0,1,0] ### 100.0 47.0 0.0 47.0 47.0 0.56 ### 100.0 47.0 0.0 47 47 219.3 ### 100.0 47.0 0.0 47 47 524.6 ### 100.0 47.0 0.0 47 47 20.31 ### 

t2_d1_n7_r10.dat 7 11 11 [1,1,1,0,1,0,0] ### 100.0 11.0 0.0 11.0 11.0 0.62 ### 0.0 10.0 0.0 10 10 246.59 ### 100.0 11.0 0.0 11 11 525.96 ### 100.0 11.0 0.0 11 11 11.61 ### 

t2_d1_n7_r20.dat 7 21 24 [0,0,1,0,0,0,1] ### 100.0 24.0 0.0 24.0 24.0 0.62 ### 0.0 22.0 0.0 22 22 233.8 ### 100.0 24.0 0.0 24 24 524.93 ### 100.0 24.0 0.0 24 24 20.32 ### 

t2_d1_n7_r30.dat 7 31 30 [0,0,0,1,0,1,0] ### 100.0 30.0 0.0 30.0 30.0 1.02 ### 100.0 30.0 0.0 30 30 449.35 ### 96.77 29.94 0.35 30 28 609.42 ### 100.0 30.0 0.0 30 30 20.51 ### 

t2_d1_n7_r40.dat 7 41 40 [0,0,1,0,1,0,0] ### 100.0 40.0 0.0 40.0 40.0 0.63 ### 100.0 40.0 0.0 40 40 237.08 ### 100.0 40.0 0.0 40 40 530.99 ### 100.0 40.0 0.0 40 40 38.7 ### 

t2_d1_n7_r50.dat 7 51 50 [0,1,1,1,0,0,1] ### 100.0 50.0 0.0 50.0 50.0 0.58 ### 100.0 50.0 0.0 50 50 276.04 ### 80.65 49.42 1.19 50 47 532.19 ### 100.0 50.0 0.0 50 50 38.93 ### 

t2_d1_n8_r10.dat 8 11 12 [0,1,0,0,0,0,0,1] ### 100.0 12.0 0.0 12.0 12.0 0.72 ### 0.0 11.0 0.0 11 11 261.64 ### 100.0 12.0 0.0 12 12 525.46 ### 100.0 12.0 0.0 12 12 20.31 ### 

t2_d1_n8_r20.dat 8 21 24 [0,0,1,0,0,0,1,0] ### 100.0 24.0 0.0 24.0 24.0 1.03 ### 0.0 22.0 0.0 22 22 256.77 ### 100.0 24.0 0.0 24 24 526.26 ### 100.0 24.0 0.0 24 24 38.96 ### 

t2_d1_n8_r30.dat 8 31 30 [0,0,0,1,0,1,0,0] ### 100.0 30.0 0.0 30.0 30.0 1.29 ### 100.0 30.0 0.0 30 30 273.52 ### 90.32 29.81 0.59 30 28 526.32 ### 100.0 30.0 0.0 30 30 38.68 ### 

t2_d1_n8_r40.dat 8 41 41 [0,1,0,0,1,0,0,1] ### 100.0 41.0 0.0 41.0 41.0 0.64 ### 100.0 41.0 0.0 41 41 257.98 ### 93.55 40.9 0.39 41 39 527.5 ### 100.0 41.0 0.0 41 41 79.73 ### 

t2_d1_n8_r50.dat 8 51 50 [0,1,1,1,0,0,1,0] ### 100.0 50.0 0.0 50.0 50.0 0.65 ### 100.0 50.0 0.0 50 50 270.73 ### 83.87 49.77 0.61 50 47 525.68 ### 100.0 50.0 0.0 50 50 80.76 ### 

t2_d1_n9_r10.dat 9 11 12 [0,1,1,0,1,0,0,0,1] ### 100.0 12.0 0.0 12.0 12.0 0.78 ### 0.0 11.0 0.0 11 11 289.26 ### 100.0 12.0 0.0 12 12 528.13 ### 100.0 12.0 0.0 12 12 39.07 ### 

t2_d1_n9_r20.dat 9 21 25 [0,0,1,0,1,0,0,0,1] ### 100.0 25.0 0.0 25.0 25.0 0.75 ### 100.0 25.0 0.0 25 25 286.66 ### 93.55 24.94 0.25 25 24 530.23 ### 100.0 25.0 0.0 25 25 81.55 ### 

t2_d1_n9_r30.dat 9 31 33 [0,0,0,0,1,0,0,0,1] ### 100.0 33.0 0.0 33.0 33.0 0.64 ### 100.0 33.0 0.0 33 33 338.44 ### 100.0 33.0 0.0 33 33 582.63 ### 100.0 33.0 0.0 33 33 88.31 ### 

t2_d1_n9_r40.dat 9 41 41 [0,1,0,0,1,0,0,1,0] ### 100.0 41.0 0.0 41.0 41.0 0.78 ### 100.0 41.0 0.0 41 41 301.95 ### 77.42 40.77 0.42 41 40 540.83 ### 100.0 41.0 0.0 41 41 184.41 ### 

t2_d1_n9_r50.dat 9 51 52 [0,0,1,0,0,0,0,0,1] ### 100.0 52.0 0.0 52.0 52.0 0.82 ### 100.0 52.0 0.0 52 52 313.73 ### 93.55 51.81 0.78 52 48 587.29 ### 100.0 52.0 0.0 52 52 194.52 ### 

