Number of iterations: 31 


### ### DATASET_INFO ### ### ### ### ### Algorithm__SlimeMould ### ### ### ### ### ### Algorithm__GreyWolf ### ### ### ### ### ### Algorithm__Dragonfly ### ### ### ### ### ### Algorithm__IbmQuantumEigensolver ### ### ###
FileName nItems Capacity Objective Solution ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### 
t2_d3_n8_r30.dat 8 22 23 [0,0,0,0,0,1,0,0] ### 100.0 23.0 0.0 23.0 23.0 0.71 ### 0.0 19.0 0.0 19 19 263.31 ### 100.0 23.0 0.0 23 23 537.66 ### 100.0 23.0 0.0 23 23 39.61 ### 

t2_d3_n8_r40.dat 8 40 41 [0,1,0,0,1,0,0,1] ### 100.0 41.0 0.0 41.0 41.0 0.62 ### 100.0 41.0 0.0 41 41 262.13 ### 93.55 40.9 0.39 41 39 584.02 ### 100.0 41.0 0.0 41 41 83.52 ### 

t2_d3_n8_r50.dat 8 42 42 [0,1,1,0,0,0,1,0] ### 100.0 42.0 0.0 42.0 42.0 1.67 ### 0.0 41.0 0.0 41 41 262.03 ### 87.1 41.81 0.53 42 40 545.13 ### 100.0 42.0 0.0 42 42 88.56 ### 

t2_d3_n9_r10.dat 9 10 11 [0,1,0,0,1,0,0,0,1] ### 100.0 11.0 0.0 11.0 11.0 0.81 ### 0.0 10.0 0.0 10 10 313.75 ### 96.77 10.97 0.18 11 10 680.05 ### 100.0 11.0 0.0 11 11 56.45 ### 

t2_d3_n9_r20.dat 9 20 25 [0,0,1,0,1,0,0,0,1] ### 100.0 25.0 0.0 25.0 25.0 0.76 ### 0.0 22.0 0.0 22 22 278.51 ### 74.19 24.23 1.31 25 22 520.04 ### 100.0 25.0 0.0 25 25 79.2 ###

t2_d3_n9_r30.dat 9 24 27 [0,0,0,0,0,0,0,0,1] ### 100.0 27.0 0.0 27.0 27.0 1.1 ### 0.0 23.0 0.0 23 23 309.37 ### 96.77 26.87 0.71 27 23 576.18 ### 100.0 27.0 0.0 27 27 86.85 ###

t2_d3_n9_r40.dat 9 40 41 [0,1,0,0,1,0,0,1,0] ### 100.0 41.0 0.0 41.0 41.0 0.77 ### 100.0 41.0 0.0 41 41 307.81 ### 77.42 40.77 0.42 41 40 582.71 ### 100.0 41.0 0.0 41 41 190.91 ###

t2_d3_n9_r50.dat 9 42 46 [0,0,0,1,0,0,0,0,1] ### 100.0 46.0 0.0 46.0 46.0 0.84 ### 0.0 41.0 0.0 41 41 304.69 ### 90.32 45.61 1.18 46 42 549.01 ### 100.0 46.0 0.0 46 46 173.5 ###
