Number of iterations: 31 


### ### DATASET_INFO ### ### ### ### ### Algorithm__SlimeMould ### ### ### ### ### ### Algorithm__GreyWolf ### ### ### ### ### ### Algorithm__Dragonfly ### ### ### ### ### ### Algorithm__IbmQuantumEigensolver ### ### ###
FileName nItems Capacity Objective Solution ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### 
t3_d1_n6_r40.dat 6 41 69 [0,1,1,0,1,0] ### 100.0 69.0 0.0 69.0 69.0 0.6 ### 100.0 69.0 0.0 69 69 229.46 ### 100.0 69.0 0.0 69 69 524.51 ### 100.0 69.0 0.0 69 69 20.38 ### 

t3_d1_n6_r50.dat 6 51 69 [1,0,0,0,0,1] ### 100.0 69.0 0.0 69.0 69.0 0.79 ### 100.0 69.0 0.0 69 69 215.71 ### 96.77 68.9 0.53 69 66 521.36 ### 100.0 69.0 0.0 69 69 20.6 ### 

t3_d1_n7_r10.dat 7 11 51 [1,0,1,0,1,1,0] ### 100.0 51.0 0.0 51.0 51.0 0.58 ### 0.0 50.0 0.0 50 50 254.36 ### 96.77 50.97 0.18 51 50 649.34 ### 100.0 51.0 0.0 51 51 18.1 ### 

t3_d1_n7_r20.dat 7 21 60 [0,0,1,1,1,1,0] ### 100.0 60.0 0.0 60.0 60.0 0.89 ### 100.0 60.0 0.0 60 60 357.48 ### 87.1 59.48 1.34 60 56 763.19 ### 100.0 60.0 0.0 60 60 29.88 ### 

t3_d1_n7_r30.dat 7 31 71 [0,1,1,0,0,1,1] ### 100.0 71.0 0.0 71.0 71.0 0.79 ### 0.0 60.0 0.0 60 60 348.47 ### 96.77 70.65 1.94 71 60 696.32 ### 100.0 71.0 0.0 71 71 21.49 ### 

t3_d1_n7_r40.dat 7 41 79 [0,1,1,1,0,0,1] ### 100.0 79.0 0.0 79.0 79.0 0.51 ### 100.0 79.0 0.0 79 79 242.12 ### 90.32 78.03 2.96 79 69 517.03 ### 100.0 79.0 0.0 79 79 39.33 ### 

t3_d1_n7_r50.dat 7 51 74 [0,0,0,0,1,1,1] ### 100.0 74.0 0.0 74.0 74.0 0.69 ### 100.0 74.0 0.0 74 74 239.67 ### 96.77 73.97 0.18 74 73 525.84 ### 100.0 74.0 0.0 74 74 40.12 ### 

t3_d1_n8_r10.dat 8 11 51 [1,0,1,0,1,1,0,0] ### 100.0 51.0 0.0 51.0 51.0 0.8 ### 0.0 50.0 0.0 50 50 264.94 ### 93.55 50.94 0.25 51 50 527.73 ### 100.0 51.0 0.0 51 51 21.33 ### 

t3_d1_n8_r20.dat 8 21 60 [0,1,0,1,1,0,0,1] ### 100.0 60.0 0.0 60.0 60.0 0.7 ### 100.0 60.0 0.0 60 60 267.88 ### 100.0 60.0 0.0 60 60 521.71 ### 100.0 60.0 0.0 60 60 39.51 ### 

t3_d1_n8_r30.dat 8 31 71 [0,1,1,0,0,1,1,0] ### 100.0 71.0 0.0 71.0 71.0 0.55 ### 0.0 60.0 0.0 60 60 265.98 ### 96.77 70.65 1.94 71 60 520.82 ### 100.0 71.0 0.0 71 71 38.64 ### 

t3_d1_n8_r40.dat 8 41 81 [0,0,1,1,0,0,1,1] ### 100.0 81.0 0.0 81.0 81.0 0.77 ### 0.0 80.0 0.0 80 80 269.1 ### 74.19 80.71 0.52 81 79 522.95 ### 100.0 81.0 0.0 81 81 80.16 ### 

t3_d1_n8_r50.dat 8 51 89 [0,0,1,0,1,0,1,1] ### 100.0 89.0 0.0 89.0 89.0 0.59 ### 100.0 89.0 0.0 89 89 263.2 ### 70.97 86.03 4.8 89 74 532.29 ### 100.0 89.0 0.0 89 89 80.9 ### 

t3_d1_n9_r10.dat 9 11 51 [1,0,1,0,1,1,0,0,0] ### 100.0 51.0 0.0 51.0 51.0 0.73 ### 0.0 50.0 0.0 50 50 291.6 ### 93.55 50.94 0.25 51 50 530.92 ### 100.0 51.0 0.0 51 51 39.22 ### 

t3_d1_n9_r20.dat 9 21 60 [0,1,0,1,1,0,0,1,0] ### 100.0 60.0 0.0 60.0 60.0 0.82 ### 100.0 60.0 0.0 60 60 289.25 ### 93.55 59.55 1.88 60 50 525.95 ### 100.0 60.0 0.0 60 60 80.99 ### 

t3_d1_n9_r30.dat 9 31 71 [1,1,0,0,0,1,0,0,1] ### 100.0 71.0 0.0 71.0 71.0 0.75 ### 0.0 69.0 0.0 69 69 286.26 ### 96.77 70.94 0.35 71 69 524.74 ### 100.0 71.0 0.0 71 71 80.59 ### 

t3_d1_n9_r40.dat 9 41 81 [0,0,1,1,0,0,1,1,0] ### 100.0 81.0 0.0 81.0 81.0 1.85 ### 0.0 80.0 0.0 80 80 283.01 ### 83.87 80.84 0.37 81 80 523.81 ### 100.0 81.0 0.0 81 81 177.54 ### 

t3_d1_n9_r50.dat 9 51 89 [0,0,1,0,1,0,1,1,0] ### 100.0 89.0 0.0 89.0 89.0 0.67 ### 100.0 89.0 0.0 89 89 281.26 ### 74.19 86.52 4.29 89 75 523.79 ### 100.0 89.0 0.0 89 89 175.94 ### 

