Number of iterations: 31 


### ### DATASET_INFO ### ### ### ### ### Algorithm__SlimeMould ### ### ### ### ### ### Algorithm__GreyWolf ### ### ### ### ### ### Algorithm__Dragonfly ### ### ### ### ### ### Algorithm__IbmQuantumEigensolver ### ### ###
FileName nItems Capacity Objective Solution ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ###
t1_d2_n7_r50.dat  7  46  113  [1,0,1,0,1,0,0] ### 100.0 113.0 0.0 113.0 113.0 0.61 ### 100.0 113.0 0.0 113 113 253.2 ### 100.0 113.0 0.0 113 113 547.95 ### 100.0 113.0 0.0 113 113 41.64 ###

t1_d2_n8_r10.dat 8 10 28 [1,0,0,0,1,1,1,0] ### 100.0 28.0 0.0 28.0 28.0 0.68 ### 0.0 26.0 0.0 26 26 276.93 ### 90.32 27.81 0.59 28 26 713.58 ### 100.0 28.0 0.0 28 28 27.29 ### 

t1_d2_n8_r20.dat 8 16 51 [1,0,1,0,0,0,1,1] ### 100.0 51.0 0.0 51.0 51.0 0.86 ### 0.0 46.0 0.0 46 46 357.73 ### 96.77 50.84 0.88 51 46 699.13 ### 100.0 51.0 0.0 51 51 51.1 ### 

t1_d2_n8_r30.dat 8 30 66 [1,1,0,0,0,0,1,0] ### 100.0 66.0 0.0 66.0 66.0 0.75 ### 100.0 66.0 0.0 66 66 318.15 ### 100.0 66.0 0.0 66 66 554.1 ### 100.0 66.0 0.0 66 66 38.74 ### 

t1_d2_n8_r40.dat 8 34 138 [1,1,1,0,0,0,1,1] ### 100.0 138.0 0.0 138.0 138.0 0.67 ### 100.0 138.0 0.0 138 138 276.13 ### 100.0 138.0 0.0 138 138 541.52 ### 100.0 138.0 0.0 138 138 80.9 ### 

t1_d2_n8_r50.dat 8 46 113 [1,0,1,0,1,0,0,0] ### 100.0 113.0 0.0 113.0 113.0 0.65 ### 100.0 113.0 0.0 113 113 263.15 ### 93.55 111.9 4.18 113 96 549.51 ### 100.0 113.0 0.0 113 113 80.39 ### 

t1_d2_n9_r10.dat 9 10 28 [1,0,0,0,1,1,1,0,0] ### 100.0 28.0 0.0 28.0 28.0 0.92 ### 100.0 28.0 0.0 28 28 285.82 ### 87.1 27.74 0.67 28 26 547.11 ### 100.0 28.0 0.0 28 28 40.05 ### 

t1_d2_n9_r20.dat 9 16 58 [1,0,1,0,0,0,1,0,1] ### 100.0 58.0 0.0 58.0 58.0 0.77 ### 100.0 58.0 0.0 58 58 285.75 ### 96.77 57.39 3.36 58 39 549.28 ### 100.0 58.0 0.0 58 58 81.0 ### 

t1_d2_n9_r30.dat 9 30 66 [1,1,0,0,0,0,1,0,0] ### 100.0 66.0 0.0 66.0 66.0 0.73 ### 100.0 66.0 0.0 66 66 284.79 ### 87.1 65.23 2.28 66 57 550.51 ### 100.0 66.0 0.0 66 66 80.45 ### 

t1_d2_n9_r40.dat 9 34 138 [1,1,1,0,0,0,1,1,0] ### 100.0 138.0 0.0 138.0 138.0 0.77 ### 100.0 138.0 0.0 138 138 300.59 ### 96.77 137.9 0.53 138 135 554.51 ### 100.0 138.0 0.0 138 138 177.68 ### 

t1_d2_n9_r50.dat 9 46 113 [1,0,1,0,1,0,0,0,0] ### 100.0 113.0 0.0 113.0 113.0 0.77 ### 100.0 113.0 0.0 113 113 300.1 ### 96.77 112.52 2.65 113 98 560.61 ### 100.0 113.0 0.0 113 113 180.7 ### 

