Number of iterations: 31 


### ### DATASET_INFO ### ### ### ### ### Algorithm__SlimeMould ### ### ### ### ### ### Algorithm__GreyWolf ### ### ### ### ### ### Algorithm__Dragonfly ### ### ### ### ### ### Algorithm__IbmQuantumEigensolver ### ### ###
FileName nItems Capacity Objective Solution ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### 
t1_d1_n6_r30.dat 6 31 76 [0,1,0,1,1,0] ### 100.0 76.0 0.0 76.0 76.0 0.46 ### 100.0 76.0 0.0 76 76 223.71 ### 96.77 75.48 2.83 76 60 501.12 ### 100.0 76.0 0.0 76 76 10.95 ### 

t1_d1_n6_r40.dat 6 41 59 [0,0,1,0,1,0] ### 100.0 59.0 0.0 59.0 59.0 0.46 ### 100.0 59.0 0.0 59 59 201.47 ### 100.0 59.0 0.0 59 59 507.94 ### 100.0 59.0 0.0 59 59 19.36 ### 

t1_d1_n6_r50.dat 6 51 81 [1,0,1,1,0,0] ### 100.0 81.0 0.0 81.0 81.0 0.49 ### 100.0 81.0 0.0 81 81 211.28 ### 100.0 81.0 0.0 81 81 500.01 ### 100.0 81.0 0.0 81 81 18.63 ### 

t1_d1_n7_r10.dat 7 11 23 [1,1,1,0,0,1,0] ### 100.0 23.0 0.0 23.0 23.0 0.49 ### 100.0 23.0 0.0 23 23 227.9 ### 93.55 22.94 0.25 23 22 501.85 ### 100.0 23.0 0.0 23 23 10.77 ### 

t1_d1_n7_r20.dat 7 21 23 [0,0,1,0,0,1,0] ### 100.0 23.0 0.0 23.0 23.0 0.51 ### 100.0 23.0 0.0 23 23 221.05 ### 100.0 23.0 0.0 23 23 504.36 ### 100.0 23.0 0.0 23 23 18.6 ### 

t1_d1_n7_r30.dat 7 31 76 [0,1,0,1,1,0,0] ### 100.0 76.0 0.0 76.0 76.0 0.6 ### 100.0 76.0 0.0 76 76 230.27 ### 87.1 73.87 5.54 76 58 500.93 ### 100.0 76.0 0.0 76 76 18.44 ### 

t1_d1_n7_r40.dat 7 41 59 [0,0,1,0,1,0,0] ### 100.0 59.0 0.0 59.0 59.0 0.46 ### 100.0 59.0 0.0 59 59 220.13 ### 96.77 58.48 2.83 59 43 511.87 ### 100.0 59.0 0.0 59 59 35.73 ### 

t1_d1_n7_r50.dat 7 51 106 [1,0,1,0,0,0,1] ### 100.0 106.0 0.0 106.0 106.0 0.52 ### 100.0 106.0 0.0 106 106 231.02 ### 90.32 105.52 1.48 106 101 504.66 ### 100.0 106.0 0.0 106 106 35.69 ### 

t1_d1_n8_r10.dat 8 11 23 [1,1,1,0,0,1,0,0] ### 100.0 23.0 0.0 23.0 23.0 0.59 ### 100.0 23.0 0.0 23 23 244.21 ### 87.1 22.74 0.76 23 20 515.03 ### 100.0 23.0 0.0 23 23 19.15 ### 

t1_d1_n8_r20.dat 8 21 23 [0,0,1,0,0,1,0,0] ### 100.0 23.0 0.0 23.0 23.0 0.61 ### 100.0 23.0 0.0 23 23 484.23 ### 100.0 23.0 0.0 23 23 741.23 ### 100.0 23.0 0.0 23 23 42.01 ### 

t1_d1_n8_r30.dat 8 31 77 [0,0,0,1,1,0,0,1] ### 100.0 77.0 0.0 77.0 77.0 0.64 ### 100.0 77.0 0.0 77 77 268.97 ### 83.87 76.84 0.37 77 76 504.49 ### 100.0 77.0 0.0 77 77 36.78 ### 

t1_d1_n8_r40.dat 8 41 61 [0,1,0,0,1,0,0,1] ### 100.0 61.0 0.0 61.0 61.0 0.59 ### 100.0 61.0 0.0 61 61 247.53 ### 96.77 60.94 0.35 61 59 505.75 ### 100.0 61.0 0.0 61 61 74.66 ### 

t1_d1_n8_r50.dat 8 51 106 [1,0,1,0,0,0,1,0] ### 100.0 106.0 0.0 106.0 106.0 0.6 ### 100.0 106.0 0.0 106 106 256.74 ### 70.97 104.55 2.27 106 101 506.31 ### 100.0 106.0 0.0 106 106 74.81 ### 

t1_d1_n9_r10.dat 9 11 25 [1,0,1,0,0,1,0,0,1] ### 100.0 25.0 0.0 25.0 25.0 0.77 ### 0.0 23.0 0.0 23 23 267.33 ### 74.19 24.39 1.16 25 20 505.43 ### 100.0 25.0 0.0 25 25 36.11 ### 

t1_d1_n9_r20.dat 9 21 38 [0,0,1,0,0,1,0,0,1] ### 100.0 38.0 0.0 38.0 38.0 0.65 ### 100.0 38.0 0.0 38 38 266.26 ### 90.32 37.55 1.39 38 33 502.83 ### 100.0 38.0 0.0 38 38 74.5 ### 

t1_d1_n9_r30.dat 9 31 77 [0,0,0,1,1,0,0,1,0] ### 100.0 77.0 0.0 77.0 77.0 0.68 ### 100.0 77.0 0.0 77 77 269.95 ### 83.87 76.32 3.0 77 60 512.24 ### 100.0 77.0 0.0 77 77 73.87 ### 

t1_d1_n9_r40.dat 9 41 61 [0,1,0,0,1,0,0,1,0] ### 100.0 61.0 0.0 61.0 61.0 0.64 ### 100.0 61.0 0.0 61 61 264.21 ### 90.32 60.77 0.71 61 58 499.86 ### 100.0 61.0 0.0 61 61 160.91 ### 

t1_d1_n9_r50.dat 9 51 106 [1,0,1,0,0,0,1,0,0] ### 100.0 106.0 0.0 106.0 106.0 0.64 ### 100.0 106.0 0.0 106 106 265.73 ### 83.87 105.19 1.84 106 101 498.61 ### 100.0 106.0 0.0 106 106 160.81 ### 
